Action 1!
Thu Sep 18 15:35:40 EDT 2014

CLIENT PROGRESS PERCENTAGE: 
Client Name          Next state           states done          states acked         statesdone percent   statesacked percent 
cfmd                 0xcff82840           54209                54209                99.958               99.958              
jdhcpd               0xcff82840           54209                54209                99.958               99.958              
l2ald                0xcff82840           54209                54209                99.958               99.958              
pppd                 0xcff82840           54209                54209                99.958               99.958              
dfcd                 0xcff82840           54209                54209                99.958               99.958              
shm-rtsdbd           0xcff82840           54209                54209                99.958               99.958              
rpd                  0xd05954e0           54136                54136                99.823               99.823              
chassisd             0xd054c460           53244                53244                98.178               98.178              
msp10                0xd056ac60           54227                52757                99.991               97.280              
xdpc1                0xcf89e7e0           20633                20252                38.046               37.343              
xdpc0                0xcfb78700           20679                20252                38.131               37.343              
xdpc2                0xcf7f3ea0           19049                18616                35.125               34.327              
xdpc3                0xcf6d1b40           16839                16467                31.050               30.364              
xdpc4                0xcf617060           14953                14602                27.572               26.925              
Action 42!
Thu Sep 18 15:37:49 EDT 2014

CLIENT PROGRESS PERCENTAGE: 
Client Name          Next state           states done          states acked         statesdone percent   statesacked percent 
dfwd                 0                    64284                64284                100.000              100.000             
jdhcpd               0                    64284                64284                100.000              100.000             
autoconfd            0                    64284                64284                100.000              100.000             
smid                 0                    64284                64284                100.000              100.000             
oamd                 0                    64284                64284                100.000              100.000             
snmpd                0                    64284                64284                100.000              100.000             
smid                 0                    64284                64284                100.000              100.000             
apsd                 0                    64284                64284                100.000              100.000             
mspd                 0                    64284                64284                100.000              100.000             
fsad                 0                    64284                64284                100.000              100.000             
rdd                  0                    64284                64284                100.000              100.000             
iccpd                0                    64284                64284                100.000              100.000             
transportd           0                    64284                64284                100.000              100.000             
mib2d                0                    64284                64284                100.000              100.000             
mib2d                0                    64284                64284                100.000              100.000             
dcd                  0                    64284                64284                100.000              100.000             
license-check        0                    64284                64284                100.000              100.000             
idpd                 0                    64284                64284                100.000              100.000             
bfdd                 0                    64284                64284                100.000              100.000             
idpd                 0                    64284                64284                100.000              100.000             
appidd               0                    64284                64284                100.000              100.000             
appidd               0                    64284                64284                100.000              100.000             
chassisd             0                    64284                64284                100.000              100.000             
cosd                 0xd0247ea0           64282                64282                99.997               99.997              
pppd                 0xd0247ea0           64282                64282                99.997               99.997              
irsd                 0xd0247ea0           64282                64282                99.997               99.997              
autoconfd            0xd0891120           64280                64280                99.994               99.994              
lmpd                 0xd0891120           64280                64280                99.994               99.994              
pfed                 0xd0891120           64280                64280                99.994               99.994              
clksyncd             0xd0891120           64280                64280                99.994               99.994              
ppmd                 0xd0891120           64280                64280                99.994               99.994              
jdhcpd               0xd0891900           64278                64278                99.991               99.991              
l2ald                0xd0891900           64278                64278                99.991               99.991              
dfcd                 0xd0891900           64278                64278                99.991               99.991              
cfmd                 0xd08272c0           64271                64271                99.980               99.980              
lfmd                 0xcf4f9960           64250                64250                99.947               99.947              
l2cpd                0xcf4f9960           64250                64250                99.947               99.947              
rmopd                0xcff754e0           64240                64240                99.932               99.932              
mib2d                0xd089b2d0           64236                64236                99.925               99.925              
chassisd             0xd089b320           64235                64235                99.924               99.924              
shm-rtsdbd           0xd08a9cd0           64226                64226                99.910               99.910              
msp10                0                    64284                64139                100.000              99.774              
rpd                  0xcf4b92a0           64130                64130                99.760               99.760              
xdpc0                0xcfc69e00           24704                24365                38.429               37.902              
xdpc1                0xcf4c5000           22870                22346                35.577               34.761              
xdpc2                0xcf91e000           22230                21842                34.581               33.977              
xdpc3                0xcbc79800           19765                19339                30.746               30.084              
xdpc4                0xcf77a680           18216                17863                28.337               27.788              
Action 43!
Thu Sep 18 15:37:53 EDT 2014

CLIENT PROGRESS PERCENTAGE: 
Client Name          Next state           states done          states acked         statesdone percent   statesacked percent 
lfmd                 0                    74275                74275                100.000              100.000             
jdhcpd               0                    74275                74275                100.000              100.000             
autoconfd            0                    74275                74275                100.000              100.000             
smid                 0                    74275                74275                100.000              100.000             
oamd                 0                    74275                74275                100.000              100.000             
autoconfd            0                    74275                74275                100.000              100.000             
snmpd                0                    74275                74275                100.000              100.000             
smid                 0                    74275                74275                100.000              100.000             
apsd                 0                    74275                74275                100.000              100.000             
mspd                 0                    74275                74275                100.000              100.000             
fsad                 0                    74275                74275                100.000              100.000             
rdd                  0                    74275                74275                100.000              100.000             
iccpd                0                    74275                74275                100.000              100.000             
lmpd                 0                    74275                74275                100.000              100.000             
transportd           0                    74275                74275                100.000              100.000             
mib2d                0                    74275                74275                100.000              100.000             
mib2d                0                    74275                74275                100.000              100.000             
pfed                 0                    74275                74275                100.000              100.000             
dcd                  0                    74275                74275                100.000              100.000             
clksyncd             0                    74275                74275                100.000              100.000             
license-check        0                    74275                74275                100.000              100.000             
idpd                 0                    74275                74275                100.000              100.000             
bfdd                 0                    74275                74275                100.000              100.000             
idpd                 0                    74275                74275                100.000              100.000             
ppmd                 0                    74275                74275                100.000              100.000             
appidd               0                    74275                74275                100.000              100.000             
appidd               0                    74275                74275                100.000              100.000             
chassisd             0                    74275                74275                100.000              100.000             
chassisd             0                    74275                74275                100.000              100.000             
cfmd                 0xd0575720           74267                74267                99.989               99.989              
dfwd                 0xd0575720           74267                74267                99.989               99.989              
cosd                 0xd0575720           74267                74267                99.989               99.989              
jdhcpd               0xd0575720           74267                74267                99.989               99.989              
l2ald                0xd0575720           74267                74267                99.989               99.989              
pppd                 0xd0575720           74267                74267                99.989               99.989              
dfcd                 0xd0575720           74267                74267                99.989               99.989              
rmopd                0xd0575720           74267                74267                99.989               99.989              
l2cpd                0xd0575720           74267                74267                99.989               99.989              
irsd                 0xd0575720           74267                74267                99.989               99.989              
shm-rtsdbd           0xd0575720           74267                74267                99.989               99.989              
msp10                0xd0b8ef40           74268                74262                99.991               99.982              
mib2d                0xd0b41b90           74261                74261                99.981               99.981              
rpd                  0xd037d4e0           72699                72699                97.878               97.878              
xdpc0                0xcf7dbcc0           28702                28292                38.643               38.091              
xdpc1                0xcf637e40           25464                25123                34.283               33.824              
xdpc2                0xcf962800           24076                23740                32.415               31.962              
xdpc3                0xcfcc9600           24140                23740                32.501               31.962              
Action 44!
Thu Sep 18 15:37:57 EDT 2014

CLIENT PROGRESS PERCENTAGE: 
Client Name          Next state           states done          states acked         statesdone percent   statesacked percent 
dfwd                 0                    85814                85814                100.000              100.000             
lfmd                 0                    85814                85814                100.000              100.000             
jdhcpd               0                    85814                85814                100.000              100.000             
autoconfd            0                    85814                85814                100.000              100.000             
smid                 0                    85814                85814                100.000              100.000             
oamd                 0                    85814                85814                100.000              100.000             
smid                 0                    85814                85814                100.000              100.000             
apsd                 0                    85814                85814                100.000              100.000             
mspd                 0                    85814                85814                100.000              100.000             
fsad                 0                    85814                85814                100.000              100.000             
rdd                  0                    85814                85814                100.000              100.000             
iccpd                0                    85814                85814                100.000              100.000             
transportd           0                    85814                85814                100.000              100.000             
mib2d                0                    85814                85814                100.000              100.000             
mib2d                0                    85814                85814                100.000              100.000             
mib2d                0                    85814                85814                100.000              100.000             
pfed                 0                    85814                85814                100.000              100.000             
irsd                 0xd05c46c0           85814                85814                100.000              100.000             
dcd                  0                    85814                85814                100.000              100.000             
license-check        0                    85814                85814                100.000              100.000             
idpd                 0                    85814                85814                100.000              100.000             
bfdd                 0                    85814                85814                100.000              100.000             
idpd                 0                    85814                85814                100.000              100.000             
ppmd                 0                    85814                85814                100.000              100.000             
shm-rtsdbd           0                    85814                85814                100.000              100.000             
appidd               0                    85814                85814                100.000              100.000             
appidd               0                    85814                85814                100.000              100.000             
chassisd             0                    85814                85814                100.000              100.000             
chassisd             0                    85814                85814                100.000              100.000             
cfmd                 0xd08f7060           85812                85812                99.998               99.998              
jdhcpd               0xd08f7060           85812                85812                99.998               99.998              
pppd                 0xd08f7060           85812                85812                99.998               99.998              
dfcd                 0xd08f7060           85812                85812                99.998               99.998              
rmopd                0xd08f7060           85812                85812                99.998               99.998              
snmpd                0xd0f17b90           85807                85807                99.992               99.992              
cosd                 0xd08a5060           85784                85784                99.965               99.965              
l2ald                0xd08a5060           85784                85784                99.965               99.965              
autoconfd            0xd08a5060           85784                85784                99.965               99.965              
lmpd                 0xd08a5060           85784                85784                99.965               99.965              
l2cpd                0xd08a5060           85784                85784                99.965               99.965              
clksyncd             0xd08a5060           85784                85784                99.965               99.965              
msp10                0                    85814                85713                100.000              99.882              
rpd                  0xd01d74e0           82382                82382                96.001               96.001              
xdpc0                0xcfebb900           31793                31476                37.049               36.679              
xdpc1                0xcfdcd9c0           29097                28716                33.907               33.463              
xdpc3                0xcf753d80           27554                27143                32.109               31.630              
Action 45!
Thu Sep 18 15:38:01 EDT 2014

CLIENT PROGRESS PERCENTAGE: 
Client Name          Next state           states done          states acked         statesdone percent   statesacked percent 
jdhcpd               0                    97085                97085                100.000              100.000             
autoconfd            0                    97085                97085                100.000              100.000             
smid                 0                    97085                97085                100.000              100.000             
oamd                 0                    97085                97085                100.000              100.000             
smid                 0                    97085                97085                100.000              100.000             
apsd                 0                    97085                97085                100.000              100.000             
mspd                 0                    97085                97085                100.000              100.000             
fsad                 0                    97085                97085                100.000              100.000             
rdd                  0                    97085                97085                100.000              100.000             
iccpd                0                    97085                97085                100.000              100.000             
transportd           0                    97085                97085                100.000              100.000             
mib2d                0                    97085                97085                100.000              100.000             
mib2d                0                    97085                97085                100.000              100.000             
mib2d                0                    97085                97085                100.000              100.000             
dcd                  0                    97085                97085                100.000              100.000             
license-check        0                    97085                97085                100.000              100.000             
idpd                 0                    97085                97085                100.000              100.000             
bfdd                 0                    97085                97085                100.000              100.000             
idpd                 0                    97085                97085                100.000              100.000             
appidd               0                    97085                97085                100.000              100.000             
appidd               0                    97085                97085                100.000              100.000             
chassisd             0                    97085                97085                100.000              100.000             
snmpd                0xd1297cd0           97076                97076                99.991               99.991              
irsd                 0xd07824e0           97069                97069                99.984               99.984              
jdhcpd               0xcfd18d80           97067                97067                99.981               99.981              
shm-rtsdbd           0xcfd18d80           97067                97067                99.981               99.981              
cfmd                 0xcf8c1300           97065                97065                99.979               99.979              
dfwd                 0xcf8c1300           97065                97065                99.979               99.979              
lfmd                 0xcf8c1300           97065                97065                99.979               99.979              
cosd                 0xcf8c1300           97065                97065                99.979               99.979              
l2ald                0xcf8c1300           97065                97065                99.979               99.979              
autoconfd            0xcf8c1300           97065                97065                99.979               99.979              
pppd                 0xcf8c1300           97065                97065                99.979               99.979              
dfcd                 0xcf8c1300           97065                97065                99.979               99.979              
rmopd                0xcf8c1300           97065                97065                99.979               99.979              
lmpd                 0xcf8c1300           97065                97065                99.979               99.979              
l2cpd                0xcf8c1300           97065                97065                99.979               99.979              
pfed                 0xcf8c1300           97065                97065                99.979               99.979              
clksyncd             0xcf8c1300           97065                97065                99.979               99.979              
ppmd                 0xcf8c1300           97065                97065                99.979               99.979              
msp10                0xd1281540           97085                97006                100.000              99.919              
chassisd             0xd1261550           96617                96617                99.518               99.518              
rpd                  0xd1119f50           91801                91801                94.557               94.557              
xdpc0                0xcf9ae0c0           34230                33940                35.258               34.959              
xdpc1                0xcf516cc0           33379                33068                34.381               34.061              
xdpc3                0xcf8bdc60           30849                30480                31.775               31.395              
xdpc2                0xcf829d20           29469                29028                30.354               29.900              
xdpc4                0xcfaa33c0           27050                26740                27.862               27.543              
Action 46!
Thu Sep 18 15:38:05 EDT 2014

CLIENT PROGRESS PERCENTAGE: 
Client Name          Next state           states done          states acked         statesdone percent   statesacked percent 
cfmd                 0                    107819               107819               100.000              100.000             
dfwd                 0                    107819               107819               100.000              100.000             
jdhcpd               0                    107819               107819               100.000              100.000             
cosd                 0                    107819               107819               100.000              100.000             
jdhcpd               0                    107819               107819               100.000              100.000             
autoconfd            0                    107819               107819               100.000              100.000             
l2ald                0                    107819               107819               100.000              100.000             
smid                 0                    107819               107819               100.000              100.000             
oamd                 0                    107819               107819               100.000              100.000             
snmpd                0                    107819               107819               100.000              100.000             
smid                 0                    107819               107819               100.000              100.000             
apsd                 0                    107819               107819               100.000              100.000             
pppd                 0                    107819               107819               100.000              100.000             
mspd                 0                    107819               107819               100.000              100.000             
fsad                 0                    107819               107819               100.000              100.000             
dfcd                 0                    107819               107819               100.000              100.000             
rdd                  0                    107819               107819               100.000              100.000             
rmopd                0                    107819               107819               100.000              100.000             
iccpd                0                    107819               107819               100.000              100.000             
lmpd                 0                    107819               107819               100.000              100.000             
transportd           0                    107819               107819               100.000              100.000             
l2cpd                0                    107819               107819               100.000              100.000             
mib2d                0                    107819               107819               100.000              100.000             
mib2d                0                    107819               107819               100.000              100.000             
pfed                 0                    107819               107819               100.000              100.000             
irsd                 0                    107819               107819               100.000              100.000             
dcd                  0                    107819               107819               100.000              100.000             
clksyncd             0                    107819               107819               100.000              100.000             
license-check        0                    107819               107819               100.000              100.000             
idpd                 0                    107819               107819               100.000              100.000             
bfdd                 0                    107819               107819               100.000              100.000             
idpd                 0                    107819               107819               100.000              100.000             
shm-rtsdbd           0xd0ea6de0           107819               107819               100.000              100.000             
appidd               0                    107819               107819               100.000              100.000             
appidd               0                    107819               107819               100.000              100.000             
chassisd             0                    107819               107819               100.000              100.000             
mib2d                0xd15d1050           107818               107818               99.999               99.999              
lfmd                 0xd15d10a0           107817               107817               99.998               99.998              
chassisd             0xd15d10a0           107817               107817               99.998               99.998              
autoconfd            0xd0724360           107802               107802               99.984               99.984              
ppmd                 0xd0a32780           107801               107801               99.983               99.983              
msp10                0                    107819               107717               100.000              99.905              
rpd                  0xd13da2d0           100367               100367               93.088               93.088              
xdpc1                0xcf6995a0           36524                36236                33.875               33.608              
xdpc0                0xd00766c0           36594                36236                33.940               33.608              
xdpc3                0xcfd27cc0           35483                35107                32.910               32.561              
xdpc2                0xcfc24c60           32802                32428                30.423               30.076              
Action 47!
Thu Sep 18 15:38:10 EDT 2014

CLIENT PROGRESS PERCENTAGE: 
Client Name          Next state           states done          states acked         statesdone percent   statesacked percent 
jdhcpd               0                    119548               119548               100.000              100.000             
autoconfd            0                    119548               119548               100.000              100.000             
smid                 0                    119548               119548               100.000              100.000             
oamd                 0                    119548               119548               100.000              100.000             
smid                 0                    119548               119548               100.000              100.000             
apsd                 0                    119548               119548               100.000              100.000             
mspd                 0                    119548               119548               100.000              100.000             
fsad                 0                    119548               119548               100.000              100.000             
rdd                  0                    119548               119548               100.000              100.000             
iccpd                0                    119548               119548               100.000              100.000             
transportd           0                    119548               119548               100.000              100.000             
mib2d                0                    119548               119548               100.000              100.000             
mib2d                0                    119548               119548               100.000              100.000             
mib2d                0                    119548               119548               100.000              100.000             
dcd                  0                    119548               119548               100.000              100.000             
license-check        0                    119548               119548               100.000              100.000             
idpd                 0                    119548               119548               100.000              100.000             
bfdd                 0                    119548               119548               100.000              100.000             
idpd                 0                    119548               119548               100.000              100.000             
appidd               0                    119548               119548               100.000              100.000             
appidd               0                    119548               119548               100.000              100.000             
chassisd             0                    119548               119548               100.000              100.000             
cfmd                 0xcfae20c0           119536               119536               99.990               99.990              
irsd                 0xcfae20c0           119536               119536               99.990               99.990              
lfmd                 0xd0d735a0           119535               119535               99.989               99.989              
cosd                 0xd0d735a0           119535               119535               99.989               99.989              
autoconfd            0xd0d735a0           119535               119535               99.989               99.989              
lmpd                 0xd0d735a0           119535               119535               99.989               99.989              
pfed                 0xd0d735a0           119535               119535               99.989               99.989              
ppmd                 0xd0d735a0           119535               119535               99.989               99.989              
dfwd                 0xcf71b5a0           119534               119534               99.988               99.988              
l2ald                0xcf71b5a0           119534               119534               99.988               99.988              
dfcd                 0xcf71b5a0           119534               119534               99.988               99.988              
shm-rtsdbd           0xcf71b5a0           119534               119534               99.988               99.988              
snmpd                0xd1943190           119529               119529               99.984               99.984              
pppd                 0xd1943190           119529               119529               99.984               99.984              
l2cpd                0xd1943190           119529               119529               99.984               99.984              
clksyncd             0xd1943190           119529               119529               99.984               99.984              
rmopd                0xd0d733c0           119524               119524               99.980               99.980              
jdhcpd               0xd1962dc0           119523               119523               99.979               99.979              
chassisd             0xd1943d20           119398               119398               99.875               99.875              
msp10                0xd1683c00           119538               118167               99.992               98.845              
rpd                  0xd1700870           110309               110309               92.272               92.272              
xdpc0                0xcf876120           40054                39724                33.505               33.228              
xdpc1                0xcf8295a0           39406                39034                32.962               32.651              
xdpc3                0xd011fc40           39101                38734                32.707               32.400              
xdpc2                0xd005f2a0           36054                35678                30.159               29.844              
Action 48!
Thu Sep 18 15:38:14 EDT 2014

CLIENT PROGRESS PERCENTAGE: 
Client Name          Next state           states done          states acked         statesdone percent   statesacked percent 
dfwd                 0                    131020               131020               100.000              100.000             
jdhcpd               0                    131020               131020               100.000              100.000             
autoconfd            0                    131020               131020               100.000              100.000             
smid                 0                    131020               131020               100.000              100.000             
oamd                 0                    131020               131020               100.000              100.000             
smid                 0                    131020               131020               100.000              100.000             
apsd                 0                    131020               131020               100.000              100.000             
mspd                 0                    131020               131020               100.000              100.000             
fsad                 0                    131020               131020               100.000              100.000             
rdd                  0                    131020               131020               100.000              100.000             
iccpd                0                    131020               131020               100.000              100.000             
transportd           0                    131020               131020               100.000              100.000             
mib2d                0                    131020               131020               100.000              100.000             
mib2d                0                    131020               131020               100.000              100.000             
mib2d                0                    131020               131020               100.000              100.000             
irsd                 0xd1cb64e0           131020               131020               100.000              100.000             
dcd                  0                    131020               131020               100.000              100.000             
license-check        0                    131020               131020               100.000              100.000             
idpd                 0                    131020               131020               100.000              100.000             
bfdd                 0                    131020               131020               100.000              100.000             
idpd                 0                    131020               131020               100.000              100.000             
appidd               0                    131020               131020               100.000              100.000             
appidd               0                    131020               131020               100.000              100.000             
chassisd             0                    131020               131020               100.000              100.000             
chassisd             0                    131020               131020               100.000              100.000             
cosd                 0xcfa6a840           131019               131019               99.999               99.999              
autoconfd            0xcfa6a840           131019               131019               99.999               99.999              
snmpd                0xcfa6a840           131019               131019               99.999               99.999              
pppd                 0xcfa6a840           131019               131019               99.999               99.999              
dfcd                 0xcfa6a840           131019               131019               99.999               99.999              
lmpd                 0xcfa6a840           131019               131019               99.999               99.999              
l2cpd                0xcfa6a840           131019               131019               99.999               99.999              
pfed                 0xcfa6a840           131019               131019               99.999               99.999              
clksyncd             0xcfa6a840           131019               131019               99.999               99.999              
ppmd                 0xcfa6a840           131019               131019               99.999               99.999              
shm-rtsdbd           0xcfa6a840           131019               131019               99.999               99.999              
cfmd                 0xd1cb62a0           131016               131016               99.997               99.997              
l2ald                0xd1cb62a0           131016               131016               99.997               99.997              
rmopd                0xd1cb62a0           131016               131016               99.997               99.997              
lfmd                 0xd1cace60           131010               131010               99.992               99.992              
jdhcpd               0xd1cde780           131009               131009               99.992               99.992              
msp10                0                    131020               130900               100.000              99.908              
rpd                  0xd1757780           120613               120613               92.057               92.057              
xdpc0                0xcf5e44e0           44423                44113                33.906               33.669              
xdpc1                0xcff541e0           42352                42000                32.325               32.056              
xdpc3                0xd01b5a50           41671                41339                31.805               31.552              
xdpc2                0xd0191a20           40360                40014                30.804               30.540              
Action 49!
Thu Sep 18 15:38:19 EDT 2014

CLIENT PROGRESS PERCENTAGE: 
Client Name          Next state           states done          states acked         statesdone percent   statesacked percent 
jdhcpd               0                    142689               142689               100.000              100.000             
